order,character,unicode,category,tier,frequency_rank,pinyin,stroke_count,source
797,酒,U+9152,hanzi_frequency,phase1,797,jiǔ,10,Jun Da frequency list; filtered by General Standard Level 1
798,岛,U+5C9B,hanzi_frequency,phase1,798,dǎo,7,Jun Da frequency list; filtered by General Standard Level 1
799,托,U+6258,hanzi_frequency,phase1,799,tuō,6,Jun Da frequency list; filtered by General Standard Level 1
800,央,U+592E,hanzi_frequency,phase1,800,yāng,5,Jun Da frequency list; filtered by General Standard Level 1
801,户,U+6237,hanzi_frequency,phase1,801,hù,4,Jun Da frequency list; filtered by General Standard Level 1
802,烈,U+70C8,hanzi_frequency,phase1,802,liè,10,Jun Da frequency list; filtered by General Standard Level 1
803,洋,U+6D0B,hanzi_frequency,phase1,803,yáng,9,Jun Da frequency list; filtered by General Standard Level 1
804,哥,U+54E5,hanzi_frequency,phase1,804,gē,10,Jun Da frequency list; filtered by General Standard Level 1
805,索,U+7D22,hanzi_frequency,phase1,805,suǒ,10,Jun Da frequency list; filtered by General Standard Level 1
806,胡,U+80E1,hanzi_frequency,phase1,806,hú,9,Jun Da frequency list; filtered by General Standard Level 1
807,款,U+6B3E,hanzi_frequency,phase1,807,kuǎn,12,Jun Da frequency list; filtered by General Standard Level 1
808,靠,U+9760,hanzi_frequency,phase1,808,kào,15,Jun Da frequency list; filtered by General Standard Level 1
809,评,U+8BC4,hanzi_frequency,phase1,809,píng,7,Jun Da frequency list; filtered by General Standard Level 1
810,版,U+7248,hanzi_frequency,phase1,810,bǎn,8,Jun Da frequency list; filtered by General Standard Level 1
811,宝,U+5B9D,hanzi_frequency,phase1,811,bǎo,8,Jun Da frequency list; filtered by General Standard Level 1
812,座,U+5EA7,hanzi_frequency,phase1,812,zuò,10,Jun Da frequency list; filtered by General Standard Level 1
813,释,U+91CA,hanzi_frequency,phase1,813,shì,12,Jun Da frequency list; filtered by General Standard Level 1
814,景,U+666F,hanzi_frequency,phase1,814,jǐng,12,Jun Da frequency list; filtered by General Standard Level 1
815,顾,U+987E,hanzi_frequency,phase1,815,gù,10,Jun Da frequency list; filtered by General Standard Level 1
816,弟,U+5F1F,hanzi_frequency,phase1,816,dì,7,Jun Da frequency list; filtered by General Standard Level 1
817,登,U+767B,hanzi_frequency,phase1,817,dēng,12,Jun Da frequency list; filtered by General Standard Level 1
818,货,U+8D27,hanzi_frequency,phase1,818,huò,8,Jun Da frequency list; filtered by General Standard Level 1
819,互,U+4E92,hanzi_frequency,phase1,819,hù,4,Jun Da frequency list; filtered by General Standard Level 1
820,付,U+4ED8,hanzi_frequency,phase1,820,fù,5,Jun Da frequency list; filtered by General Standard Level 1
821,伯,U+4F2F,hanzi_frequency,phase1,821,bó,7,Jun Da frequency list; filtered by General Standard Level 1
822,慢,U+6162,hanzi_frequency,phase1,822,màn,14,Jun Da frequency list; filtered by General Standard Level 1
823,欧,U+6B27,hanzi_frequency,phase1,823,ōu,8,Jun Da frequency list; filtered by General Standard Level 1
824,换,U+6362,hanzi_frequency,phase1,824,huàn,10,Jun Da frequency list; filtered by General Standard Level 1
825,闻,U+95FB,hanzi_frequency,phase1,825,wén,9,Jun Da frequency list; filtered by General Standard Level 1
826,危,U+5371,hanzi_frequency,phase1,826,wēi,6,Jun Da frequency list; filtered by General Standard Level 1
827,忙,U+5FD9,hanzi_frequency,phase1,827,máng,6,Jun Da frequency list; filtered by General Standard Level 1
828,核,U+6838,hanzi_frequency,phase1,828,hé,10,Jun Da frequency list; filtered by General Standard Level 1
829,暗,U+6697,hanzi_frequency,phase1,829,àn,13,Jun Da frequency list; filtered by General Standard Level 1
830,姐,U+59D0,hanzi_frequency,phase1,830,jiě,8,Jun Da frequency list; filtered by General Standard Level 1
831,介,U+4ECB,hanzi_frequency,phase1,831,jiè,4,Jun Da frequency list; filtered by General Standard Level 1
832,坏,U+574F,hanzi_frequency,phase1,832,huài,7,Jun Da frequency list; filtered by General Standard Level 1
833,讨,U+8BA8,hanzi_frequency,phase1,833,tǎo,5,Jun Da frequency list; filtered by General Standard Level 1
834,丽,U+4E3D,hanzi_frequency,phase1,834,lì,7,Jun Da frequency list; filtered by General Standard Level 1
835,良,U+826F,hanzi_frequency,phase1,835,liáng,7,Jun Da frequency list; filtered by General Standard Level 1
836,序,U+5E8F,hanzi_frequency,phase1,836,xù,7,Jun Da frequency list; filtered by General Standard Level 1
837,升,U+5347,hanzi_frequency,phase1,837,shēng,4,Jun Da frequency list; filtered by General Standard Level 1
838,监,U+76D1,hanzi_frequency,phase1,838,jiān,10,Jun Da frequency list; filtered by General Standard Level 1
839,临,U+4E34,hanzi_frequency,phase1,839,lín,9,Jun Da frequency list; filtered by General Standard Level 1
840,亮,U+4EAE,hanzi_frequency,phase1,840,liàng,9,Jun Da frequency list; filtered by General Standard Level 1
841,露,U+9732,hanzi_frequency,phase1,841,lù,21,Jun Da frequency list; filtered by General Standard Level 1
842,永,U+6C38,hanzi_frequency,phase1,842,yǒng,5,Jun Da frequency list; filtered by General Standard Level 1
843,呼,U+547C,hanzi_frequency,phase1,843,hū,8,Jun Da frequency list; filtered by General Standard Level 1
844,味,U+5473,hanzi_frequency,phase1,844,wèi,8,Jun Da frequency list; filtered by General Standard Level 1
845,野,U+91CE,hanzi_frequency,phase1,845,yě,11,Jun Da frequency list; filtered by General Standard Level 1
846,架,U+67B6,hanzi_frequency,phase1,846,jià,9,Jun Da frequency list; filtered by General Standard Level 1
847,域,U+57DF,hanzi_frequency,phase1,847,yù,11,Jun Da frequency list; filtered by General Standard Level 1
848,沙,U+6C99,hanzi_frequency,phase1,848,shā,7,Jun Da frequency list; filtered by General Standard Level 1
849,掉,U+6389,hanzi_frequency,phase1,849,diào,11,Jun Da frequency list; filtered by General Standard Level 1
850,括,U+62EC,hanzi_frequency,phase1,850,kuò,9,Jun Da frequency list; filtered by General Standard Level 1
851,舰,U+8230,hanzi_frequency,phase1,851,jiàn,10,Jun Da frequency list; filtered by General Standard Level 1
852,鱼,U+9C7C,hanzi_frequency,phase1,852,yú,8,Jun Da frequency list; filtered by General Standard Level 1
853,杂,U+6742,hanzi_frequency,phase1,853,zá,6,Jun Da frequency list; filtered by General Standard Level 1
854,误,U+8BEF,hanzi_frequency,phase1,854,wù,9,Jun Da frequency list; filtered by General Standard Level 1
855,湾,U+6E7E,hanzi_frequency,phase1,855,wān,12,Jun Da frequency list; filtered by General Standard Level 1
856,吉,U+5409,hanzi_frequency,phase1,856,jí,6,Jun Da frequency list; filtered by General Standard Level 1
857,减,U+51CF,hanzi_frequency,phase1,857,jiǎn,11,Jun Da frequency list; filtered by General Standard Level 1
858,编,U+7F16,hanzi_frequency,phase1,858,biān,12,Jun Da frequency list; filtered by General Standard Level 1
859,楚,U+695A,hanzi_frequency,phase1,859,chǔ,13,Jun Da frequency list; filtered by General Standard Level 1
860,肯,U+80AF,hanzi_frequency,phase1,860,kěn,8,Jun Da frequency list; filtered by General Standard Level 1
861,测,U+6D4B,hanzi_frequency,phase1,861,cè,9,Jun Da frequency list; filtered by General Standard Level 1
862,败,U+8D25,hanzi_frequency,phase1,862,bài,8,Jun Da frequency list; filtered by General Standard Level 1
863,屋,U+5C4B,hanzi_frequency,phase1,863,wū,9,Jun Da frequency list; filtered by General Standard Level 1
864,跑,U+8DD1,hanzi_frequency,phase1,864,pǎo,12,Jun Da frequency list; filtered by General Standard Level 1
865,梦,U+68A6,hanzi_frequency,phase1,865,mèng,11,Jun Da frequency list; filtered by General Standard Level 1
866,散,U+6563,hanzi_frequency,phase1,866,sàn,12,Jun Da frequency list; filtered by General Standard Level 1
867,温,U+6E29,hanzi_frequency,phase1,867,wēn,12,Jun Da frequency list; filtered by General Standard Level 1
868,困,U+56F0,hanzi_frequency,phase1,868,kùn,7,Jun Da frequency list; filtered by General Standard Level 1
869,剑,U+5251,hanzi_frequency,phase1,869,jiàn,9,Jun Da frequency list; filtered by General Standard Level 1
870,渐,U+6E10,hanzi_frequency,phase1,870,jiàn,11,Jun Da frequency list; filtered by General Standard Level 1
871,封,U+5C01,hanzi_frequency,phase1,871,fēng,9,Jun Da frequency list; filtered by General Standard Level 1
872,救,U+6551,hanzi_frequency,phase1,872,jiù,11,Jun Da frequency list; filtered by General Standard Level 1
873,贵,U+8D35,hanzi_frequency,phase1,873,guì,9,Jun Da frequency list; filtered by General Standard Level 1
874,枪,U+67AA,hanzi_frequency,phase1,874,qiāng,8,Jun Da frequency list; filtered by General Standard Level 1
875,缺,U+7F3A,hanzi_frequency,phase1,875,quē,10,Jun Da frequency list; filtered by General Standard Level 1
876,楼,U+697C,hanzi_frequency,phase1,876,lóu,13,Jun Da frequency list; filtered by General Standard Level 1
877,县,U+53BF,hanzi_frequency,phase1,877,xiàn,7,Jun Da frequency list; filtered by General Standard Level 1
878,尚,U+5C1A,hanzi_frequency,phase1,878,shàng,8,Jun Da frequency list; filtered by General Standard Level 1
879,毫,U+6BEB,hanzi_frequency,phase1,879,háo,11,Jun Da frequency list; filtered by General Standard Level 1
880,移,U+79FB,hanzi_frequency,phase1,880,yí,11,Jun Da frequency list; filtered by General Standard Level 1
881,娘,U+5A18,hanzi_frequency,phase1,881,niáng,10,Jun Da frequency list; filtered by General Standard Level 1
882,朋,U+670B,hanzi_frequency,phase1,882,péng,8,Jun Da frequency list; filtered by General Standard Level 1
883,画,U+753B,hanzi_frequency,phase1,883,huà,8,Jun Da frequency list; filtered by General Standard Level 1
884,班,U+73ED,hanzi_frequency,phase1,884,bān,10,Jun Da frequency list; filtered by General Standard Level 1
885,智,U+667A,hanzi_frequency,phase1,885,zhì,12,Jun Da frequency list; filtered by General Standard Level 1
886,亦,U+4EA6,hanzi_frequency,phase1,886,yì,6,Jun Da frequency list; filtered by General Standard Level 1
887,耳,U+8033,hanzi_frequency,phase1,887,ěr,6,Jun Da frequency list; filtered by General Standard Level 1
888,恩,U+6069,hanzi_frequency,phase1,888,ēn,10,Jun Da frequency list; filtered by General Standard Level 1
889,短,U+77ED,hanzi_frequency,phase1,889,duǎn,12,Jun Da frequency list; filtered by General Standard Level 1
890,掌,U+638C,hanzi_frequency,phase1,890,zhǎng,12,Jun Da frequency list; filtered by General Standard Level 1
891,恐,U+6050,hanzi_frequency,phase1,891,kǒng,10,Jun Da frequency list; filtered by General Standard Level 1
892,遗,U+9057,hanzi_frequency,phase1,892,yí,12,Jun Da frequency list; filtered by General Standard Level 1
893,固,U+56FA,hanzi_frequency,phase1,893,gù,8,Jun Da frequency list; filtered by General Standard Level 1
894,席,U+5E2D,hanzi_frequency,phase1,894,xí,10,Jun Da frequency list; filtered by General Standard Level 1
895,松,U+677E,hanzi_frequency,phase1,895,sōng,8,Jun Da frequency list; filtered by General Standard Level 1
896,秘,U+79D8,hanzi_frequency,phase1,896,mì,10,Jun Da frequency list; filtered by General Standard Level 1
897,谢,U+8C22,hanzi_frequency,phase1,897,xiè,12,Jun Da frequency list; filtered by General Standard Level 1
898,鲁,U+9C81,hanzi_frequency,phase1,898,lǔ,12,Jun Da frequency list; filtered by General Standard Level 1
899,遇,U+9047,hanzi_frequency,phase1,899,yù,12,Jun Da frequency list; filtered by General Standard Level 1
900,康,U+5EB7,hanzi_frequency,phase1,900,kāng,11,Jun Da frequency list; filtered by General Standard Level 1
901,虑,U+8651,hanzi_frequency,phase1,901,lǜ,10,Jun Da frequency list; filtered by General Standard Level 1
902,幸,U+5E78,hanzi_frequency,phase1,902,xìng,8,Jun Da frequency list; filtered by General Standard Level 1
903,均,U+5747,hanzi_frequency,phase1,903,jūn,7,Jun Da frequency list; filtered by General Standard Level 1
904,销,U+9500,hanzi_frequency,phase1,904,xiāo,12,Jun Da frequency list; filtered by General Standard Level 1
905,钟,U+949F,hanzi_frequency,phase1,905,zhōng,9,Jun Da frequency list; filtered by General Standard Level 1
906,诗,U+8BD7,hanzi_frequency,phase1,906,shī,8,Jun Da frequency list; filtered by General Standard Level 1
907,藏,U+85CF,hanzi_frequency,phase1,907,cáng,17,Jun Da frequency list; filtered by General Standard Level 1
908,赶,U+8D76,hanzi_frequency,phase1,908,gǎn,10,Jun Da frequency list; filtered by General Standard Level 1
909,剧,U+5267,hanzi_frequency,phase1,909,jù,10,Jun Da frequency list; filtered by General Standard Level 1
910,票,U+7968,hanzi_frequency,phase1,910,piào,11,Jun Da frequency list; filtered by General Standard Level 1
911,损,U+635F,hanzi_frequency,phase1,911,sǔn,10,Jun Da frequency list; filtered by General Standard Level 1
912,忽,U+5FFD,hanzi_frequency,phase1,912,hū,8,Jun Da frequency list; filtered by General Standard Level 1
913,巨,U+5DE8,hanzi_frequency,phase1,913,jù,4,Jun Da frequency list; filtered by General Standard Level 1
914,炮,U+70AE,hanzi_frequency,phase1,914,pào,9,Jun Da frequency list; filtered by General Standard Level 1
915,旧,U+65E7,hanzi_frequency,phase1,915,jiù,5,Jun Da frequency list; filtered by General Standard Level 1
916,端,U+7AEF,hanzi_frequency,phase1,916,duān,14,Jun Da frequency list; filtered by General Standard Level 1
917,探,U+63A2,hanzi_frequency,phase1,917,tàn,11,Jun Da frequency list; filtered by General Standard Level 1
918,湖,U+6E56,hanzi_frequency,phase1,918,hú,12,Jun Da frequency list; filtered by General Standard Level 1
919,录,U+5F55,hanzi_frequency,phase1,919,lù,8,Jun Da frequency list; filtered by General Standard Level 1
920,叶,U+53F6,hanzi_frequency,phase1,920,yè,5,Jun Da frequency list; filtered by General Standard Level 1
921,春,U+6625,hanzi_frequency,phase1,921,chūn,9,Jun Da frequency list; filtered by General Standard Level 1
922,乡,U+4E61,hanzi_frequency,phase1,922,xiāng,3,Jun Da frequency list; filtered by General Standard Level 1
923,附,U+9644,hanzi_frequency,phase1,923,fù,7,Jun Da frequency list; filtered by General Standard Level 1
924,吸,U+5438,hanzi_frequency,phase1,924,xī,6,Jun Da frequency list; filtered by General Standard Level 1
925,予,U+4E88,hanzi_frequency,phase1,925,yǔ,4,Jun Da frequency list; filtered by General Standard Level 1
926,礼,U+793C,hanzi_frequency,phase1,926,lǐ,5,Jun Da frequency list; filtered by General Standard Level 1
927,港,U+6E2F,hanzi_frequency,phase1,927,gǎng,12,Jun Da frequency list; filtered by General Standard Level 1
928,雨,U+96E8,hanzi_frequency,phase1,928,yǔ,8,Jun Da frequency list; filtered by General Standard Level 1
929,呀,U+5440,hanzi_frequency,phase1,929,ya,7,Jun Da frequency list; filtered by General Standard Level 1
930,板,U+677F,hanzi_frequency,phase1,930,bǎn,8,Jun Da frequency list; filtered by General Standard Level 1
931,庭,U+5EAD,hanzi_frequency,phase1,931,tíng,9,Jun Da frequency list; filtered by General Standard Level 1
932,妇,U+5987,hanzi_frequency,phase1,932,fù,6,Jun Da frequency list; filtered by General Standard Level 1
933,归,U+5F52,hanzi_frequency,phase1,933,guī,5,Jun Da frequency list; filtered by General Standard Level 1
934,睛,U+775B,hanzi_frequency,phase1,934,jīng,13,Jun Da frequency list; filtered by General Standard Level 1
935,饭,U+996D,hanzi_frequency,phase1,935,fàn,7,Jun Da frequency list; filtered by General Standard Level 1
936,额,U+989D,hanzi_frequency,phase1,936,é,15,Jun Da frequency list; filtered by General Standard Level 1
937,含,U+542B,hanzi_frequency,phase1,937,hán,7,Jun Da frequency list; filtered by General Standard Level 1
938,顺,U+987A,hanzi_frequency,phase1,938,shùn,9,Jun Da frequency list; filtered by General Standard Level 1
939,输,U+8F93,hanzi_frequency,phase1,939,shū,13,Jun Da frequency list; filtered by General Standard Level 1
940,摇,U+6447,hanzi_frequency,phase1,940,yáo,13,Jun Da frequency list; filtered by General Standard Level 1
941,招,U+62DB,hanzi_frequency,phase1,941,zhāo,8,Jun Da frequency list; filtered by General Standard Level 1
942,婚,U+5A5A,hanzi_frequency,phase1,942,hūn,11,Jun Da frequency list; filtered by General Standard Level 1
943,脱,U+8131,hanzi_frequency,phase1,943,tuō,11,Jun Da frequency list; filtered by General Standard Level 1
944,补,U+8865,hanzi_frequency,phase1,944,bǔ,7,Jun Da frequency list; filtered by General Standard Level 1
945,谓,U+8C13,hanzi_frequency,phase1,945,wèi,11,Jun Da frequency list; filtered by General Standard Level 1
946,督,U+7763,hanzi_frequency,phase1,946,dū,13,Jun Da frequency list; filtered by General Standard Level 1
947,毒,U+6BD2,hanzi_frequency,phase1,947,dú,9,Jun Da frequency list; filtered by General Standard Level 1
948,油,U+6CB9,hanzi_frequency,phase1,948,yóu,8,Jun Da frequency list; filtered by General Standard Level 1
949,疗,U+7597,hanzi_frequency,phase1,949,liáo,7,Jun Da frequency list; filtered by General Standard Level 1
950,旅,U+65C5,hanzi_frequency,phase1,950,lǚ,10,Jun Da frequency list; filtered by General Standard Level 1
951,泽,U+6CFD,hanzi_frequency,phase1,951,zé,8,Jun Da frequency list; filtered by General Standard Level 1
952,材,U+6750,hanzi_frequency,phase1,952,cái,7,Jun Da frequency list; filtered by General Standard Level 1
953,灭,U+706D,hanzi_frequency,phase1,953,miè,5,Jun Da frequency list; filtered by General Standard Level 1
954,逐,U+9010,hanzi_frequency,phase1,954,zhú,10,Jun Da frequency list; filtered by General Standard Level 1
955,莫,U+83AB,hanzi_frequency,phase1,955,mò,10,Jun Da frequency list; filtered by General Standard Level 1
956,笔,U+7B14,hanzi_frequency,phase1,956,bǐ,10,Jun Da frequency list; filtered by General Standard Level 1
957,亡,U+4EA1,hanzi_frequency,phase1,957,wáng,3,Jun Da frequency list; filtered by General Standard Level 1
958,鲜,U+9C9C,hanzi_frequency,phase1,958,xiān,14,Jun Da frequency list; filtered by General Standard Level 1
959,词,U+8BCD,hanzi_frequency,phase1,959,cí,7,Jun Da frequency list; filtered by General Standard Level 1
960,圣,U+5723,hanzi_frequency,phase1,960,shèng,5,Jun Da frequency list; filtered by General Standard Level 1
961,择,U+62E9,hanzi_frequency,phase1,961,zé,8,Jun Da frequency list; filtered by General Standard Level 1
962,寻,U+5BFB,hanzi_frequency,phase1,962,xún,6,Jun Da frequency list; filtered by General Standard Level 1
963,厂,U+5382,hanzi_frequency,phase1,963,chǎng,2,Jun Da frequency list; filtered by General Standard Level 1
964,睡,U+7761,hanzi_frequency,phase1,964,shuì,13,Jun Da frequency list; filtered by General Standard Level 1
965,博,U+535A,hanzi_frequency,phase1,965,bó,12,Jun Da frequency list; filtered by General Standard Level 1
966,勒,U+52D2,hanzi_frequency,phase1,966,lēi,11,Jun Da frequency list; filtered by General Standard Level 1
967,烟,U+70DF,hanzi_frequency,phase1,967,yān,10,Jun Da frequency list; filtered by General Standard Level 1
968,授,U+6388,hanzi_frequency,phase1,968,shòu,11,Jun Da frequency list; filtered by General Standard Level 1
969,诺,U+8BFA,hanzi_frequency,phase1,969,nuò,10,Jun Da frequency list; filtered by General Standard Level 1
970,伦,U+4F26,hanzi_frequency,phase1,970,lún,6,Jun Da frequency list; filtered by General Standard Level 1
971,岸,U+5CB8,hanzi_frequency,phase1,971,àn,8,Jun Da frequency list; filtered by General Standard Level 1
972,奥,U+5965,hanzi_frequency,phase1,972,ào,12,Jun Da frequency list; filtered by General Standard Level 1
973,唐,U+5510,hanzi_frequency,phase1,973,táng,10,Jun Da frequency list; filtered by General Standard Level 1
974,卖,U+5356,hanzi_frequency,phase1,974,mài,8,Jun Da frequency list; filtered by General Standard Level 1
975,俄,U+4FC4,hanzi_frequency,phase1,975,é,9,Jun Da frequency list; filtered by General Standard Level 1
976,炸,U+70B8,hanzi_frequency,phase1,976,zhà,9,Jun Da frequency list; filtered by General Standard Level 1
977,载,U+8F7D,hanzi_frequency,phase1,977,zài,10,Jun Da frequency list; filtered by General Standard Level 1
978,洛,U+6D1B,hanzi_frequency,phase1,978,luò,9,Jun Da frequency list; filtered by General Standard Level 1
979,健,U+5065,hanzi_frequency,phase1,979,jiàn,10,Jun Da frequency list; filtered by General Standard Level 1
980,堂,U+5802,hanzi_frequency,phase1,980,táng,11,Jun Da frequency list; filtered by General Standard Level 1
981,旁,U+65C1,hanzi_frequency,phase1,981,páng,10,Jun Da frequency list; filtered by General Standard Level 1
982,宫,U+5BAB,hanzi_frequency,phase1,982,gōng,9,Jun Da frequency list; filtered by General Standard Level 1
983,喝,U+559D,hanzi_frequency,phase1,983,hē,12,Jun Da frequency list; filtered by General Standard Level 1
984,借,U+501F,hanzi_frequency,phase1,984,jiè,10,Jun Da frequency list; filtered by General Standard Level 1
985,君,U+541B,hanzi_frequency,phase1,985,jūn,7,Jun Da frequency list; filtered by General Standard Level 1
986,禁,U+7981,hanzi_frequency,phase1,986,jìn,13,Jun Da frequency list; filtered by General Standard Level 1
987,阴,U+9634,hanzi_frequency,phase1,987,yīn,6,Jun Da frequency list; filtered by General Standard Level 1
988,园,U+56ED,hanzi_frequency,phase1,988,yuán,7,Jun Da frequency list; filtered by General Standard Level 1
989,谋,U+8C0B,hanzi_frequency,phase1,989,móu,11,Jun Da frequency list; filtered by General Standard Level 1
990,宋,U+5B8B,hanzi_frequency,phase1,990,sòng,7,Jun Da frequency list; filtered by General Standard Level 1
991,避,U+907F,hanzi_frequency,phase1,991,bì,16,Jun Da frequency list; filtered by General Standard Level 1
992,抓,U+6293,hanzi_frequency,phase1,992,zhuā,7,Jun Da frequency list; filtered by General Standard Level 1
993,荣,U+8363,hanzi_frequency,phase1,993,róng,9,Jun Da frequency list; filtered by General Standard Level 1
994,姑,U+59D1,hanzi_frequency,phase1,994,gū,8,Jun Da frequency list; filtered by General Standard Level 1
995,孙,U+5B59,hanzi_frequency,phase1,995,sūn,6,Jun Da frequency list; filtered by General Standard Level 1
996,逃,U+9003,hanzi_frequency,phase1,996,táo,9,Jun Da frequency list; filtered by General Standard Level 1
997,牙,U+7259,hanzi_frequency,phase1,997,yá,4,Jun Da frequency list; filtered by General Standard Level 1
998,束,U+675F,hanzi_frequency,phase1,998,shù,7,Jun Da frequency list; filtered by General Standard Level 1
999,跳,U+8DF3,hanzi_frequency,phase1,999,tiào,13,Jun Da frequency list; filtered by General Standard Level 1
1000,顶,U+9876,hanzi_frequency,phase1,1000,dǐng,8,Jun Da frequency list; filtered by General Standard Level 1
1001,仪,U+4EEA,hanzi_domain,phase1,1283,yí,5,University experiment-report domain supplement
1002,姓,U+59D3,hanzi_domain,phase1,1149,xìng,8,University experiment-report domain supplement
1003,曲,U+66F2,hanzi_domain,phase1,1066,qū,6,University experiment-report domain supplement
1004,析,U+6790,hanzi_domain,phase1,1073,xī,8,University experiment-report domain supplement
1005,械,U+68B0,hanzi_domain,phase1,1657,xiè,11,University experiment-report domain supplement
1006,阻,U+963B,hanzi_domain,phase1,1175,zǔ,7,University experiment-report domain supplement
1007,频,U+9891,hanzi_domain,phase1,1535,pín,13,University experiment-report domain supplement
1008,骤,U+9AA4,hanzi_domain,phase1,2045,zhòu,17,University experiment-report domain supplement
1009,a,U+0061,lowercase,phase1,,,,拉丁小写字母
1010,b,U+0062,lowercase,phase1,,,,拉丁小写字母
1011,c,U+0063,lowercase,phase1,,,,拉丁小写字母
1012,d,U+0064,lowercase,phase1,,,,拉丁小写字母
1013,e,U+0065,lowercase,phase1,,,,拉丁小写字母
1014,f,U+0066,lowercase,phase1,,,,拉丁小写字母
1015,g,U+0067,lowercase,phase1,,,,拉丁小写字母
1016,h,U+0068,lowercase,phase1,,,,拉丁小写字母
1017,i,U+0069,lowercase,phase1,,,,拉丁小写字母
1018,j,U+006A,lowercase,phase1,,,,拉丁小写字母
1019,k,U+006B,lowercase,phase1,,,,拉丁小写字母
1020,l,U+006C,lowercase,phase1,,,,拉丁小写字母
1021,m,U+006D,lowercase,phase1,,,,拉丁小写字母
1022,n,U+006E,lowercase,phase1,,,,拉丁小写字母
1023,o,U+006F,lowercase,phase1,,,,拉丁小写字母
1024,p,U+0070,lowercase,phase1,,,,拉丁小写字母
1025,q,U+0071,lowercase,phase1,,,,拉丁小写字母
1026,r,U+0072,lowercase,phase1,,,,拉丁小写字母
1027,s,U+0073,lowercase,phase1,,,,拉丁小写字母
1028,t,U+0074,lowercase,phase1,,,,拉丁小写字母
1029,u,U+0075,lowercase,phase1,,,,拉丁小写字母
1030,v,U+0076,lowercase,phase1,,,,拉丁小写字母
1031,w,U+0077,lowercase,phase1,,,,拉丁小写字母
1032,x,U+0078,lowercase,phase1,,,,拉丁小写字母
1033,y,U+0079,lowercase,phase1,,,,拉丁小写字母
1034,z,U+007A,lowercase,phase1,,,,拉丁小写字母
1035,A,U+0041,uppercase,phase1,,,,拉丁大写字母
1036,B,U+0042,uppercase,phase1,,,,拉丁大写字母
1037,C,U+0043,uppercase,phase1,,,,拉丁大写字母
1038,D,U+0044,uppercase,phase1,,,,拉丁大写字母
1039,E,U+0045,uppercase,phase1,,,,拉丁大写字母
1040,F,U+0046,uppercase,phase1,,,,拉丁大写字母
1041,G,U+0047,uppercase,phase1,,,,拉丁大写字母
1042,H,U+0048,uppercase,phase1,,,,拉丁大写字母
1043,I,U+0049,uppercase,phase1,,,,拉丁大写字母
1044,J,U+004A,uppercase,phase1,,,,拉丁大写字母
1045,K,U+004B,uppercase,phase1,,,,拉丁大写字母
1046,L,U+004C,uppercase,phase1,,,,拉丁大写字母
1047,M,U+004D,uppercase,phase1,,,,拉丁大写字母
1048,N,U+004E,uppercase,phase1,,,,拉丁大写字母
1049,O,U+004F,uppercase,phase1,,,,拉丁大写字母
1050,P,U+0050,uppercase,phase1,,,,拉丁大写字母
1051,Q,U+0051,uppercase,phase1,,,,拉丁大写字母
1052,R,U+0052,uppercase,phase1,,,,拉丁大写字母
1053,S,U+0053,uppercase,phase1,,,,拉丁大写字母
1054,T,U+0054,uppercase,phase1,,,,拉丁大写字母
1055,U,U+0055,uppercase,phase1,,,,拉丁大写字母
1056,V,U+0056,uppercase,phase1,,,,拉丁大写字母
1057,W,U+0057,uppercase,phase1,,,,拉丁大写字母
1058,X,U+0058,uppercase,phase1,,,,拉丁大写字母
1059,Y,U+0059,uppercase,phase1,,,,拉丁大写字母
1060,Z,U+005A,uppercase,phase1,,,,拉丁大写字母
1061,0,U+0030,digits,phase1,,,,阿拉伯数字
1062,1,U+0031,digits,phase1,,,,阿拉伯数字
1063,2,U+0032,digits,phase1,,,,阿拉伯数字
1064,3,U+0033,digits,phase1,,,,阿拉伯数字
1065,4,U+0034,digits,phase1,,,,阿拉伯数字
1066,5,U+0035,digits,phase1,,,,阿拉伯数字
1067,6,U+0036,digits,phase1,,,,阿拉伯数字
1068,7,U+0037,digits,phase1,,,,阿拉伯数字
1069,8,U+0038,digits,phase1,,,,阿拉伯数字
1070,9,U+0039,digits,phase1,,,,阿拉伯数字
1071,，,U+FF0C,punctuation,phase1,,,,常用中英文标点和书写符号
1072,。,U+3002,punctuation,phase1,,,,常用中英文标点和书写符号
1073,；,U+FF1B,punctuation,phase1,,,,常用中英文标点和书写符号
1074,：,U+FF1A,punctuation,phase1,,,,常用中英文标点和书写符号
1075,？,U+FF1F,punctuation,phase1,,,,常用中英文标点和书写符号
1076,！,U+FF01,punctuation,phase1,,,,常用中英文标点和书写符号
1077,、,U+3001,punctuation,phase1,,,,常用中英文标点和书写符号
1078,（,U+FF08,punctuation,phase1,,,,常用中英文标点和书写符号
1079,）,U+FF09,punctuation,phase1,,,,常用中英文标点和书写符号
1080,《,U+300A,punctuation,phase1,,,,常用中英文标点和书写符号
1081,》,U+300B,punctuation,phase1,,,,常用中英文标点和书写符号
1082,“,U+201C,punctuation,phase1,,,,常用中英文标点和书写符号
1083,”,U+201D,punctuation,phase1,,,,常用中英文标点和书写符号
1084,‘,U+2018,punctuation,phase1,,,,常用中英文标点和书写符号
1085,’,U+2019,punctuation,phase1,,,,常用中英文标点和书写符号
1086,—,U+2014,punctuation,phase1,,,,常用中英文标点和书写符号
1087,…,U+2026,punctuation,phase1,,,,常用中英文标点和书写符号
1088,·,U+00B7,punctuation,phase1,,,,常用中英文标点和书写符号
